,JobCode,deptcount,srhrs,midhrs,jrhrs,totalhrs,officecount,ptodays,pjduration,additionalassignments,teamsize,projtags,overbudget
1090,H9128,7,128,55.5,275,458.5,1,137,286,155,13,6,1
59,C5640,7,60.5,272.5,126.5,459.5,3,80,172,86,11,0,1
1744,F9691,4,381,41.5,38,460.5,2,29,169,34,7,13,0
1081,10874845,5,89.25,364,8,461.25,1,29,106,123,10,4,0
901,10837318,7,135,248.5,78,461.5,2,60,92,119,15,11,1
806,10803535,10,167,292.25,3,462.25,2,128,126,222,15,7,0
86,10864074,7,91.5,287.5,83.75,462.75,2,112,93,358,19,7,0
770,10804323,5,61.25,285.5,116,462.75,2,61,172,187,19,8,0
1441,D6328,6,107.5,28.5,327.5,463.5,1,137,74,200,20,5,1
1552,B6073,9,345.25,0,119.25,464.5,3,84,137,139,18,8,1
1585,10884510,5,156.5,197.5,110.5,464.5,2,52,36,36,12,7,0
1194,10803866,8,159.5,170.75,134.5,464.75,2,86,270,321,12,6,1
732,S5505,4,24.75,253.5,186.5,464.75,1,112,122,215,13,6,1
437,B7208,2,0,0,465,465,1,1,115,9,2,6,0
1445,10804562,6,221,239.5,5.75,466.25,2,146,119,139,15,8,1
886,C6358,3,176,143,148,467,2,34,90,54,8,5,1
1302,M5182,5,60.5,125,281.5,467,1,329,365,592,18,6,1
920,10804121,8,198,235.75,34,467.75,1,185,274,532,19,5,1
1031,10803584,2,141,320.75,7.5,469.25,3,14,78,119,5,4,1
1782,B6879,8,268,161.5,40,469.5,2,36,51,93,14,13,0
928,C6029,7,65,287.5,117,469.5,3,131,93,279,24,0,1
1096,K7485,4,109,300.5,61.25,470.75,2,15,67,79,8,6,0
896,A6176,7,35,272.5,164,471.5,2,37,67,148,14,0,1
864,10853736,7,222,61,189,472,1,312,323,336,20,4,0
316,10804612,7,100,72,300.25,472.25,2,49,56,151,22,8,1
1228,L5013,8,68,201.5,203,472.5,1,68,98,282,20,7,1
1503,10645347,7,142,324.5,8,474.5,3,188,381,400,12,6,1
1606,B6361,7,82,227,166,475,3,110,208,310,14,5,1
1132,C6089,7,317,28,130.5,475.5,2,57,45,218,22,9,0
1073,C6698,7,65,136,274.5,475.5,2,180,148,345,17,9,1
280,C6461,7,383,54.5,38.5,476,1,35,54,131,19,12,1
1167,C6193,5,174.5,285.5,16,476,2,33,70,62,12,0,1
656,A6326,6,105.5,187.75,183,476.25,1,53,123,186,12,7,0
1362,10826983,6,282.5,134.5,59.5,476.5,4,276,317,229,15,12,0
1674,A6268,6,5,157,314.5,476.5,2,38,100,154,12,8,1
1330,A6071,6,0,235.5,241,476.5,2,103,113,181,19,5,1
163,C6944,5,235.5,235,7,477.5,1,136,191,488,18,17,0
1474,A6865,8,141.75,269.25,67,478,3,79,45,383,29,11,0
1123,A6388,7,212.5,244.5,21.5,478.5,1,90,149,197,13,5,1
812,10830450,4,75.5,104,299,478.5,2,109,221,205,14,4,0
394,C6565,4,43,343,92.5,478.5,2,320,193,329,19,5,0
183,J6698,6,108,124.75,246.75,479.5,4,164,176,451,23,9,0
334,10874206,8,73,198,209,480,1,205,179,296,18,4,0
103,B6201,4,47.5,425.25,7.5,480.25,2,72,114,187,7,4,1
410,D5171,3,184.5,7.75,288.25,480.5,4,17,66,92,6,5,1
1142,10792995,8,90,339.25,51.5,480.75,2,279,206,546,25,4,0
760,F9724H,5,266,77,138,481,3,5,25,10,8,7,1
170,D6037,7,98.5,186.5,196.5,481.5,1,78,92,147,15,10,1
1291,A6508,7,148,181.25,153,482.25,1,63,90,178,15,7,1
375,B6231,5,2.5,480.25,0,482.75,2,17,165,142,10,6,0
971,10803629,9,115.5,192,177,484.5,2,144,174,326,19,6,1
769,10857669,4,182,225,78,485,1,219,290,541,18,4,0
1526,C6511,2,233.25,248.25,5,486.5,4,92,130,189,8,6,1
128,10865308,10,130.5,239.5,116.5,486.5,1,126,100,259,23,8,0
678,D5097,7,118,54,315.75,487.75,1,119,55,114,18,0,1
842,A6739,7,89.25,224.5,174.25,488,2,123,152,340,16,0,1
1220,D5181,4,74.5,42.25,371.5,488.25,2,185,205,429,15,0,0
1367,C6419,4,206,167.75,115.5,489.25,2,38,53,156,12,0,1
751,10805045,9,199,93.25,197.5,489.75,2,331,174,269,23,9,0
43,A6832,6,135,231.75,123,489.75,1,62,78,117,15,0,1
635,C6352,7,110.75,283.5,95.5,489.75,1,258,204,277,19,5,1
1189,L8001,14,142.25,253.75,94.25,490.25,2,211,151,376,20,0,1
335,10803650,7,101,116.75,272.5,490.25,1,38,39,253,24,10,0
1367,10864463,7,244.5,146.5,99.75,490.75,3,14,32,54,15,6,0
1039,10804996,5,157,290,44,491,2,105,168,95,10,4,1
586,10804582,4,71,420,0,491,2,7,89,39,7,5,0
335,D5112,7,102.5,53,335.75,491.25,2,126,137,304,20,0,0
688,B6189,8,322,60.5,109.75,492.25,2,65,88,192,15,0,0
1738,B6892,5,437.75,45,12,494.75,2,64,83,189,15,12,1
933,B6851,6,152,242.75,100,494.75,4,113,55,264,21,4,1
1384,M9507H,3,149.5,333.5,12,495,3,121,101,248,18,5,0
251,10721631,6,164.75,309,21.5,495.25,2,27,39,203,18,7,1
298,10883598,9,285,163.25,47.5,495.75,3,28,23,125,22,7,0
1598,A7212,6,57,334,105.75,496.75,1,36,108,66,10,8,0
1268,B6204,7,168.75,135,193.25,497,1,154,226,412,17,6,1
445,10867414,3,0,0,497,497,1,4,58,9,6,4,0
397,10804413,8,261.5,100,136.75,498.25,3,35,47,70,16,4,1
861,D5092,5,19,260.5,220.75,500.25,1,87,83,131,13,0,1
1197,A7698,9,196.25,251.75,52.5,500.5,3,67,52,325,23,7,1
1119,M5096,4,48,228.5,225,501.5,2,172,179,410,22,0,0
1401,10840717,6,48,125.75,327.75,501.5,1,194,319,385,17,9,0
63,10805060,6,418,84,0,502,2,41,134,110,8,5,1
764,10805069,6,200,287,15,502,1,67,76,257,16,8,0
411,10803525,5,12.5,78.25,411.5,502.25,2,67,116,282,15,0,0
1478,10711224,7,197.5,287.5,17.5,502.5,1,24,36,198,19,8,1
1194,C6615,5,221,56.5,226,503.5,1,111,142,186,14,0,0
1391,C6226,7,168.25,182,154,504.25,1,35,40,100,15,5,1
404,10804641,8,280,200,25,505,1,112,45,132,22,5,0
1587,10805029,3,52,191,262,505,1,32,105,122,9,5,1
1152,10804266,5,226.5,239.75,40,506.25,1,286,242,256,14,6,1
1119,10804368,6,190.25,128.5,188,506.75,2,54,67,161,16,5,1
1181,M9141,2,18,332.25,156.5,506.75,1,65,57,207,19,13,1
1359,B6486,4,7,339,161,507,1,40,81,58,12,4,1
1127,10874855,8,90.5,241.5,175.5,507.5,1,20,46,97,16,4,0
630,10804829,7,41.75,410.25,56,508,2,112,117,247,18,11,1
1699,10803580,6,218,190,100.5,508.5,1,71,128,139,10,6,1
1036,B6442,5,341.5,43,125.5,510,2,246,191,512,25,10,1
283,D5060,5,35.5,233.5,241,510,2,61,102,226,12,0,1
982,A6251,8,50,427.5,32.75,510.25,1,29,158,199,13,11,0
1219,10803762,5,358,108.5,45,511.5,2,108,90,214,16,5,0
1801,C5525,8,87.75,204.25,219.5,511.5,2,348,310,852,23,0,1
1395,10803529,4,6,342.75,163.5,512.25,1,34,65,70,8,6,1
1521,10806471,4,344.5,0,168,512.5,1,6,70,8,7,6,1
149,10804371,6,246.5,173.5,92.5,512.5,2,17,44,167,26,5,1
1352,C5963,4,28.5,288.5,196,513,2,130,150,380,16,0,1
1627,10848238,7,63.5,339.5,110.25,513.25,1,204,164,251,19,9,0
911,D6229,7,300.75,175,38,513.75,2,20,17,26,21,10,0
396,10645980,9,180.75,192.5,141,514.25,1,50,42,188,22,5,0
118,B6558,4,101.75,308.75,104,514.5,1,30,124,120,11,6,0
234,10804229,3,45,368,102,515,3,245,131,612,31,6,1
228,10804895,2,510.5,5,0,515.5,1,17,129,42,4,4,1
1600,C6267,5,94,241.5,181,516.5,2,45,75,145,11,4,1
1125,B6777,5,18.25,85.5,413.75,517.5,2,44,91,147,12,4,1
1665,B6277,7,341.5,102.25,74,517.75,2,76,64,269,21,8,1
891,K7491,8,51.5,97.75,369,518.25,1,49,82,215,18,7,0
1480,J6627,6,213,282,23.5,518.5,1,70,73,138,14,12,1
1377,10876808,5,58,327.75,133,518.75,1,88,115,155,12,4,0
1442,10805170,8,51,335.5,132.75,519.25,2,22,125,217,21,4,0
1245,A7352,5,35,181,304.5,520.5,1,9,23,171,20,6,1
289,A6409,4,9,512,0,521,2,12,117,110,9,6,1
1795,B6745,8,117.5,290.75,114.5,522.75,1,70,74,183,17,0,1
1450,10848658,3,0,338,186,524,2,21,151,39,5,4,1
575,B6485,5,210,314.25,0,524.25,2,40,42,143,12,4,1
1462,10804663,5,171.5,291,62,524.5,2,49,41,115,14,7,1
409,10831454,5,150,63.25,311.75,525,2,59,127,432,17,5,1
1228,10847932,7,197.75,127.25,200.25,525.25,1,60,67,260,18,7,0
127,10826028,4,136.75,17,372.5,526.25,3,10,74,76,11,5,1
1053,C6718,7,201.75,254.25,70.5,526.5,3,162,135,956,37,7,1
1225,10803572,7,62,449.25,15.5,526.75,1,144,57,290,21,0,0
1150,B6325,6,138.5,188.5,200,527,3,140,136,150,14,8,1
1267,A6308,8,52.5,199.25,275.5,527.25,1,102,169,450,18,0,1
833,10813005,5,32,320.25,175,527.25,2,124,65,273,20,4,1
995,C6321,7,105.5,230.75,191.5,527.75,1,37,55,174,16,7,1
1014,A6396,4,40,28,460,528,3,163,180,152,14,0,1
210,10886453,6,435,52,41.5,528.5,5,75,49,89,15,16,1
996,10804454,6,24,147.5,360,531.5,1,82,165,158,17,0,1
1414,10816858,6,427.75,96.75,7.25,531.75,4,96,81,329,16,6,1
355,10644227,8,187,298,48,533,2,19,40,164,22,6,1
935,A7764,5,0,138,395,533,1,12,34,112,12,4,1
586,10804951,2,275,258.5,0,533.5,2,14,44,70,5,4,1
359,B6561,5,90.25,251,193,534.25,1,169,184,152,10,0,1
61,D5095,4,278.5,100,156,534.5,1,43,52,24,8,0,1
1474,10854780,7,18,257.5,259,534.5,1,127,74,328,24,6,0
726,A6360,8,224.25,104,206.75,535,2,86,119,329,15,0,0
1690,10803615,6,70.5,312,152.5,535,1,66,77,184,15,6,0
1528,J6626,8,69.25,418,49,536.25,4,105,138,253,17,6,1
1453,B6245,5,89,448.5,0,537.5,2,23,46,68,9,0,1
723,10676555,8,62,373.75,102,537.75,1,206,185,566,19,8,0
1274,S7031,5,196,318.5,23.5,538,2,101,207,208,9,5,0
1118,B6398,9,30.25,214.75,294,539,2,137,105,416,25,5,0
763,10804852,5,27,206,306,539,1,137,319,309,15,4,1
203,A6400,8,196,217.25,126.75,540,2,33,46,185,19,10,1
367,10841617,8,110,171.5,258.5,540,2,37,73,61,14,7,0
1826,D5166,6,151.25,110.25,279.25,540.75,2,110,95,327,21,0,1
1444,10754504,5,106.5,278.75,155.5,540.75,2,132,106,355,17,9,1
1149,10804044,1,47,447.75,46.5,541.25,1,277,126,612,25,5,1
1263,A6186,5,338,80,123.5,541.5,1,3,35,23,8,0,1
1200,A7217,7,195,344.5,3,542.5,2,92,104,172,18,7,1
1070,B6212,7,132,381.5,29.25,542.75,2,54,49,201,20,0,1
785,D6320,4,100,283.5,159.5,543,1,7,28,17,7,4,1
237,10804543,9,80.5,459.5,3,543,2,64,80,87,17,0,1
286,10804210,5,245.5,144.5,153.5,543.5,1,76,121,119,11,6,0
720,C5712,7,41,321.5,181,543.5,2,188,228,411,19,0,1
211,A6120,6,191.5,282.25,70,543.75,4,40,47,189,19,4,0
980,C6145,5,251,162,131.75,544.75,1,40,51,45,12,6,1
1593,10805231,5,28,225,292,545,1,68,203,315,11,5,1
1260,C5602,6,233,230.25,82,545.25,3,124,172,350,18,0,1
1130,D5169,6,164,357.25,24.5,545.75,2,50,44,110,12,0,1
1081,10804074,8,226,220.75,100.5,547.25,1,153,84,413,28,0,1
634,10805078,6,195,144,210,549,2,95,112,105,12,8,1
1538,C6881,5,164.25,240.75,145,550,3,69,98,181,12,7,0
260,A6981,5,226.5,309.25,14.5,550.25,2,23,29,99,13,0,0
1431,10803675,4,79,282.5,190,551.5,2,171,127,196,22,8,0
70,C6222,7,15,351,186,552,1,22,63,108,16,11,0
1344,10838907,5,194,245.5,113,552.5,1,68,58,151,16,10,1
1576,B6523,7,234,95,226,555,1,92,72,173,19,5,0
436,A6269,5,17,276.25,261.75,555,2,16,48,186,14,8,0
743,10875039,6,103.5,442.5,9.5,555.5,1,72,80,98,11,6,0
632,N8553,4,327,229,0,556,2,9,52,38,9,6,0
44,C6810,7,102.5,205,248.5,556,3,157,99,217,23,5,0
704,10803659,7,319.5,89,148,556.5,2,6,27,132,15,9,1
919,B6473,8,47,284,225.5,556.5,1,196,134,438,29,8,1
1525,10804385,11,230.25,176.25,150.5,557,4,48,45,226,25,13,0
240,C6337,9,130.5,89.5,337,557,3,127,161,303,22,0,0
1158,10805014,7,107,297.75,152.25,557,1,111,146,369,17,9,0
887,10803725,5,71,474.25,12,557.25,1,73,100,92,13,5,0
1143,10803948,1,191,304.75,62,557.75,1,59,364,52,3,5,1
998,C5327,5,45.25,448.5,64.5,558.25,2,135,241,341,15,0,0
1285,10804071,8,145.5,242.5,171.5,559.5,3,408,192,566,29,4,1
651,A6767,5,447,85.25,27.5,559.75,2,147,135,508,22,5,0
811,M5200,3,90,462.25,7.5,559.75,2,160,356,389,11,4,0
670,A6826,5,247.5,244,69,560.5,1,20,22,115,21,0,0
1292,D6114,6,79,359.5,122,560.5,1,78,180,201,14,4,0
372,10875872,6,71.5,230,259.75,561.25,2,50,55,59,13,7,1
50,M5165,2,15.5,246.25,299.5,561.25,3,168,185,468,19,6,1
398,10854751,7,435.75,124,2.5,562.25,4,40,22,128,30,5,1
799,D6064,8,127.25,414.25,22,563.5,1,100,107,262,16,10,0
274,A6640,8,91.5,88.5,384,564,1,52,97,220,21,9,0
1419,10839926,4,124.5,409.75,30,564.25,1,437,373,311,16,6,1
1487,D6341,6,38,410.5,117,565.5,1,22,34,217,21,6,0
978,D5195,11,225,223,118.75,566.75,1,53,77,116,15,0,0
1010,10804149,5,159.75,252.5,155,567.25,2,69,90,196,12,0,0
1768,10804881,5,266,65.5,236.25,567.75,2,244,308,348,17,6,0
892,A6940,10,97,428.25,42.5,567.75,2,104,145,370,19,0,1
1747,10803854,6,277.5,287.5,3,568,4,8,18,100,20,4,1
66,10805053,8,76.5,89.5,402,568,1,180,474,420,19,0,0
1660,C6093,6,216.75,343,8.5,568.25,3,53,95,445,27,0,1
1418,10781320,7,266.5,156.25,146,568.75,2,228,171,634,16,12,0
1049,B6705,8,151.5,322.75,94.75,569,3,143,109,484,27,6,0
344,A6789,7,513.5,49,7,569.5,1,58,82,170,18,8,1
373,A6504,7,232.25,282.25,55,569.5,1,52,110,211,17,6,1
295,A6146,6,51,249,269.5,569.5,1,96,196,180,10,0,1
180,10804925,3,34,161.25,374.5,569.75,1,12,66,118,10,9,0
1809,10804904,8,62,356,153.5,571.5,2,347,298,266,18,5,0
740,A7413,5,11.5,435.5,124.5,571.5,3,56,72,191,15,4,1
1009,10866005,8,342,191.25,39,572.25,4,169,255,259,24,5,0
949,10831170,2,0,111,461.75,572.75,1,3,75,14,4,11,1
906,10803769,5,179.5,394.5,0,574,3,153,143,484,14,6,1
1493,A6788,9,126.5,184,263.5,574,2,90,86,341,23,7,0
550,10795303,2,194,381,0,575,2,19,111,38,5,5,0
1456,A6954,5,19.75,238,317.5,575.25,1,136,161,271,15,7,1
1534,C6096,8,119.5,270,189.5,579,1,153,72,410,29,0,1
1567,C6893,8,288.75,98.5,192,579.25,1,32,32,129,19,6,0
1549,B6507,8,59.25,434.75,85.5,579.5,2,251,205,396,22,4,0
724,C5612,3,63.5,27,489.5,580,2,107,224,127,7,0,1
1181,10812127,6,132.5,399,49.5,581,2,93,60,241,23,4,1
1612,A6774,6,89,347,145.5,581.5,2,88,95,104,13,4,0
1772,C6662,5,66,308.75,210.25,585,2,65,76,454,28,5,0
405,D5202,5,46,354.5,184.5,585,1,53,72,73,10,0,1
1596,10804699,7,395,177.5,13,585.5,2,68,60,133,18,10,1
638,C6372,5,163,270,154,587,1,46,240,84,6,0,0
191,B6776,6,31,64,492.75,587.75,2,35,58,64,11,4,0
604,C6518,4,443,146,0,589,2,48,88,93,10,8,1
1571,10805108,3,111,464.25,14,589.25,1,35,96,233,12,4,1
1254,D5069,6,198.75,278.75,112,589.5,1,57,61,160,13,0,1
1827,P5033,4,52.75,56.75,480,589.5,3,167,368,249,9,0,1
1524,10804548,6,200,181,209.5,590.5,1,34,59,54,10,4,1
1761,A6517,4,49.25,130.5,410.75,590.5,2,89,126,181,15,6,1
1497,C5714,7,70,296.5,225.5,592,2,163,228,316,17,0,1
1093,J6588,5,390,96,106.75,592.75,3,87,102,121,17,4,1
1606,10866237,3,253.5,150,190,593.5,1,15,48,30,9,21,1
194,10825995,4,32,464,98,594,3,54,73,125,15,6,0
926,10826465,3,86.25,496,13,595.25,1,21,50,64,12,6,0
470,10868682,6,0,391,206,597,1,78,88,139,12,6,0
922,10804390,4,2.5,522.5,72.25,597.25,3,373,412,353,14,6,0
885,10804110,4,86.75,138.75,372,597.5,1,24,47,134,14,6,0
948,D6301,4,121.75,454.5,21.5,597.75,2,49,131,239,12,11,0
1694,B6918,8,89.5,387.5,122,599,2,53,45,84,18,4,1
339,A6899,9,19,204,376,599,1,40,102,152,15,13,0
1202,B6278,2,325.5,254.5,20,600,2,4,67,20,4,6,1
710,C5874,3,200.25,255,146,601.25,3,57,122,127,6,0,0
199,10803748,4,224.25,309,68.5,601.75,2,80,92,234,17,6,0
67,A7618,6,219,322,61,602,2,65,57,94,15,5,1
171,B6829,5,357.75,203.5,41.5,602.75,2,26,36,214,21,8,0
1180,C5660,5,305,259,39,603,4,451,395,657,27,0,0
1001,D6223,6,171.25,277.25,156,604.5,2,123,107,48,10,7,1
218,10803533,7,47.25,511.25,46,604.5,1,64,60,183,19,4,1
861,10805163,7,150,240.5,215,605.5,4,29,56,203,18,8,1
1551,S7036,3,213.5,323.5,69,606,4,108,120,445,17,6,1
1546,10803727,7,96,68.5,442.5,607,1,132,177,196,10,4,1
626,N8545,3,352,256.5,0,608.5,2,24,67,111,8,4,0
1313,K7476,9,149.5,330.25,130,609.75,2,210,256,336,21,5,0
1464,10804508,5,79.25,374.5,156,609.75,1,63,59,102,16,9,0
1439,C6674,6,359,176.5,75,610.5,1,41,46,162,17,8,1
1775,A6158,9,256.5,197.25,157.5,611.25,1,145,172,472,21,5,0
102,K7520,8,40.5,350.5,220.5,611.5,2,170,196,613,22,8,1
165,C6041,10,72.75,277.25,262.25,612.25,2,176,133,536,26,5,0
1528,10825140,5,31.75,174.5,406,612.25,1,80,106,329,19,6,0
654,10825389,5,37.5,332,243.5,613,1,65,34,192,24,7,1
394,10820192,7,69,422.75,122,613.75,2,132,136,412,20,6,1
1131,10805062,6,188.75,286.5,138.75,614,1,58,53,148,21,6,0
745,10831029,9,189.25,217,208.5,614.75,1,33,60,154,19,6,1
1412,10805260,5,86,235,294,615,1,93,190,133,13,0,1
1770,10803553,3,26.5,89,501,616.5,1,67,132,209,10,5,0
627,K7532,6,338.25,262.5,16.5,617.25,2,124,124,324,17,5,1
204,10814990,7,104,434,80.5,618.5,1,50,72,137,18,6,1
148,C6863,9,124.5,77,418.5,620,1,127,165,465,22,0,1
1325,10805006,7,96.5,150,377,623.5,1,539,364,268,19,5,1
1679,10803799,8,361,186.5,76.5,624,1,194,105,486,28,9,0
1104,10856298,6,422.5,189.5,12.25,624.25,1,113,76,169,15,4,1
223,A6623,9,273.75,105.5,245.25,624.5,1,137,92,332,20,0,1
834,10803736,9,65.5,550.75,8.25,624.5,2,165,158,244,23,14,1
773,B6562,7,165,35.5,425.5,626,1,147,98,185,14,4,1
1663,B6840,9,92.5,199.75,334.75,627,1,510,318,1017,33,0,0
880,10803253,7,95,62,472.25,629.25,1,40,149,274,19,9,0
1127,F9718H,6,290,251.5,89,630.5,4,62,65,48,11,7,1
301,10862283,7,202.75,135.5,299,637.25,2,41,25,59,18,5,0
1038,C6323,7,124.75,373.25,139.5,637.5,2,72,57,199,17,0,0
1564,A7935,6,366,246.5,26,638.5,1,21,29,25,11,8,1
138,10803770,7,473.75,165.5,0,639.25,1,120,91,186,19,4,0
1655,10804451,6,319.5,226.5,94,640,4,153,116,115,17,0,1
1203,10880462,6,138.25,492,12,642.25,1,42,65,111,14,8,0
917,10804944,7,84.5,77.5,481,643,2,80,104,411,23,7,0
1666,D6358,8,243,109,291.5,643.5,2,85,63,194,18,9,1
1623,D5070,6,104.75,49.25,491,645,3,104,109,196,14,0,1
1108,10835134,3,169,468.75,8.5,646.25,2,65,103,59,10,4,0
1788,10803574,7,199.25,266.5,181.75,647.5,1,249,143,574,28,9,0
119,10805018,7,82,199.25,367,648.25,2,93,94,170,23,11,1
306,B6576,7,302.25,101.25,245,648.5,1,222,151,268,18,4,1
115,10804473,9,309,260.5,80.25,649.75,2,57,63,188,18,13,1
1607,A6790,9,195.5,156,302,653.5,3,109,92,354,23,7,0
655,10804615,7,316.5,337.5,0,654,2,53,48,35,12,5,1
839,10803801,8,321.75,315.5,17.25,654.5,4,111,99,227,18,4,0
1275,10803783,3,95,448.75,111.5,655.25,2,59,98,135,10,8,0
643,B6175,7,250.5,345.5,60,656,4,20,23,53,20,6,1
70,10804558,5,102.25,324.5,229.5,656.25,2,80,85,147,16,6,1
1051,10882792,7,41.5,102.5,512.5,656.5,2,122,168,220,14,4,1
1460,10851146,8,259.75,347,51,657.75,1,44,37,130,18,8,1
1649,S5665,1,124,376.25,158,658.25,1,223,202,617,22,4,1
1288,10721626,7,225.25,385.25,48.5,659,3,268,315,638,15,4,0
1837,B6754,3,341.5,237,82,660.5,1,174,157,401,21,4,0
1234,10803752,7,353.5,104.5,202.75,660.75,2,135,158,259,17,5,1
621,10805077,6,149,513.5,0,662.5,2,42,74,166,14,7,0
882,B6054,4,75,208,380.5,663.5,3,17,43,17,8,6,1
712,10893465,4,130,531,3,664,1,90,187,82,9,6,0
105,10804981,6,356.75,230,78,664.75,3,50,44,152,12,7,1
1286,10805056,8,187,275.5,203,665.5,2,31,39,99,14,5,1
1416,B6410,5,271,130,264.75,665.75,2,95,95,218,17,5,0
639,10805026,4,13,325,328,666,1,23,106,104,10,5,1
1229,C6536,8,250,260.25,157.25,667.5,4,130,85,773,43,11,0
756,B6033,8,49.5,361.5,256.5,667.5,2,50,60,124,19,5,0
933,10873231,2,0,461.75,205.75,667.5,1,71,48,239,24,6,0
126,J6647,7,53,159.5,455.5,668,5,262,191,228,17,8,0
356,10693932,6,271.75,313.25,83.5,668.5,1,86,49,211,21,14,0
776,10832174,9,122.5,186,361,669.5,1,186,130,297,22,6,1
432,B6762,6,162,243.5,266,671.5,1,124,204,248,14,6,0
849,A6069,6,120,468.5,84,672.5,2,115,137,200,16,5,1
1258,D6039,8,235.25,330.5,107,672.75,1,26,29,211,23,11,0
909,10823962,9,145.75,435.5,91.5,672.75,2,56,36,104,22,10,1
1421,10874846,8,116,356.5,201,673.5,1,143,171,251,19,4,1
1370,10804619,8,574.5,32.25,67,673.75,3,71,63,200,22,7,1
400,10848657,6,7,464.5,203,674.5,2,140,183,177,14,6,0
1138,A6626,8,110,440,125.5,675.5,3,527,399,613,23,0,0
1270,C5351,3,17.75,653.5,5,676.25,3,217,400,577,9,0,0
299,10683230,7,194,401,81.5,676.5,2,102,69,282,20,5,0
369,D6300,6,33.5,151,492,676.5,1,125,94,352,23,7,1
91,10804965,6,80,213,386.75,679.75,2,64,59,234,20,6,0
1099,10804938,3,114,48.5,518,680.5,2,49,58,53,10,6,0
477,M5129,5,0,660.5,20.25,680.75,2,20,40,62,12,8,1
1731,10804336,4,571.5,30,80,681.5,2,40,137,51,9,10,1
1577,10805134,6,324.5,146.5,210.75,681.75,2,383,199,1164,37,4,1
587,A6910,5,364.5,317.5,0,682,1,27,55,213,13,7,1
1590,10804059,8,178.5,476.25,27.5,682.25,1,58,150,122,9,5,0
901,B6903,7,139,337.5,206.5,683,2,79,94,101,15,4,1
281,C6531,6,489.5,171,23.5,684,1,35,86,60,9,0,1
1055,B6875,5,291.75,320.5,73.25,685.5,2,68,72,153,24,0,1
52,10806466,4,678,0,8,686,1,6,60,11,6,4,1
1532,10804646,7,473,124,89,686,1,66,44,35,16,12,1
1222,10804523,6,441.75,217,30,688.75,2,153,123,294,16,7,1
1091,10823701,3,0,0.5,689.5,690,1,11,145,149,6,5,0
1750,C6993,6,286,140.25,265,691.25,4,105,104,95,17,5,1
233,A6410,7,122,174,395.5,691.5,2,46,58,86,13,0,1
507,10803609,2,466.25,226,0,692.25,2,48,131,248,9,4,1
1183,C5884,10,365,287,41.5,693.5,1,157,189,362,20,0,0
1468,C6936,8,95,387.5,211.25,693.75,1,56,42,229,23,13,1
1508,J6513,9,212.5,106.25,377,695.75,4,205,224,731,24,6,0
1554,10820256,6,416.75,250.5,32.25,699.5,2,20,30,57,13,5,1
151,10859793,2,6,542.5,151,699.5,1,143,122,354,21,8,0
1314,K7529,7,57,325,318.5,700.5,4,236,178,413,22,8,1
1556,C6273,6,0,462,238.5,700.5,2,101,109,192,17,5,1
75,10804539,9,123,520.5,57.5,701,4,325,156,310,26,7,0
1430,10824658,8,493.75,162,46.25,702,3,107,95,171,17,7,0
1426,K7473,4,191,296.25,215.25,702.5,1,47,200,154,11,6,0
1116,10803528,7,332,319,52.5,703.5,3,20,34,57,21,4,0
1160,10832119,7,244.5,263.5,195.5,703.5,2,145,85,211,23,7,1
1516,10805193,5,166.75,360.75,177.5,705,1,152,313,389,16,5,0
1315,10805065,7,106.5,506.75,92,705.25,4,321,293,457,18,0,0
1592,A6077,4,100,460.5,147,707.5,1,6,58,116,14,10,1
1015,10804564,5,505.5,111,92,708.5,1,704,532,261,17,5,1
177,M7171,4,178,232.75,299.25,710,2,85,95,267,16,9,0
158,10805177,7,10.5,246.5,453.5,710.5,1,48,140,227,20,4,1
1721,A6634,4,355.25,260,97.5,712.75,2,33,25,217,23,5,0
1036,10803807,9,264.25,180.5,268.5,713.25,2,225,120,306,22,10,0
805,10833198,7,72.5,387.25,253.75,713.5,1,102,98,346,22,8,1
1240,10841372,11,291.5,243,179.5,714,6,23,29,139,25,8,0
375,10854644,5,91.5,403,220,714.5,1,20,39,26,10,6,0
658,10835036,2,50,275,389.75,714.75,1,184,219,616,18,8,0
692,10804159,8,301,212,204.75,717.75,2,160,109,275,18,9,1
652,C6039,6,185,182.75,351.5,719.25,3,161,106,301,21,0,1
803,A6987,5,262,326,131.5,719.5,3,89,37,213,23,4,1
331,10822898,8,333.75,340.5,46.5,720.75,2,25,39,98,19,7,1
985,C6085,9,212.75,284.5,223.5,720.75,1,249,130,516,44,5,1
1494,C6772,8,494.25,190.75,36.5,721.5,2,200,136,228,19,13,1
161,B6848,6,68,440.5,214,722.5,1,153,281,165,16,0,1
345,C6690,6,114.5,451.5,157.5,723.5,3,206,89,501,32,13,0
134,10801904,5,113.75,73.5,536.75,724,3,150,130,542,24,6,1
636,10835141,7,394.5,237.5,92.75,724.75,4,101,40,199,33,4,0
263,10803838,6,146.25,210,370.25,726.5,2,251,185,272,21,7,0
1209,10860784,3,0,292.5,434.75,727.25,1,32,61,70,10,4,1
1472,M5136,8,4,586,140,730,2,99,126,259,22,6,1
979,A6468,8,543,153.5,34,730.5,1,12,19,77,18,15,1
1092,10828091,9,210.5,324,196.5,731,1,158,77,175,24,12,0
1559,10804948,5,192,307.5,232,731.5,2,272,221,536,23,6,0
973,B6421,6,294.5,282,158,734.5,1,51,35,71,13,0,1
